EmployeeID,FirstName,LastName,Department,Designation,JoiningDate,Salary,Age,YearsOfExperience,Performance_Rating,Project_Count
1325,Amit,Rao,Finance,Software Engineer,4/9/2023,606024,22,1,4.71,5
1326,Nikhil,Reddy,Marketing,Software Engineer,9/15/2016,414003,48,29,4.85,7
1327,Sneha,Sharma,Engineering,Executive,4/22/2015,1487968,49,1,1.76,4
1328,Rajesh,Singh,Operations,Data Analyst,1/16/2017,2446741,50,9,3.71,13
1329,Sneha,Gupta,Operations,Data Analyst,5/27/2018,550606,39,15,1.37,13
1330,Rajesh,Nair,Operations,Software Engineer,2/7/2020,1031636,33,11,3.92,11
1331,Vikram,Patel,Finance,Data Analyst,2/23/2021,860185,34,0,2.39,11
1332,Sneha,Sharma,Operations,Associate,2/6/2024,986290,23,20,3.72,1
1333,Divya,Desai,Engineering,Senior Manager,2/4/2020,2061169,58,7,2.49,6
1334,Divya,Patel,Marketing,Senior Manager,1/4/2020,2149388,37,15,1.58,2
1335,Arjun,Rao,Finance,Software Engineer,7/3/2015,2080832,45,17,2.62,12
1336,Amit,Kumar,Marketing,Manager,5/8/2015,1057582,56,12,1.45,3
1337,Rajesh,Desai,Finance,Executive,7/4/2020,2480139,43,14,3.31,4
1338,Rajesh,Patel,Marketing,Software Engineer,5/19/2019,1732672,57,20,1.16,6
1339,Kavya,Rao,Sales,Data Analyst,5/22/2023,864174,32,11,3.11,6
1340,Rohan,Patel,Marketing,Executive,8/9/2016,1922563,50,7,4.55,7
1341,Amit,Kumar,Operations,Manager,4/2/2015,1949260,56,9,4.35,5
1342,Ananya,Rao,Sales,Data Analyst,6/27/2019,1963542,36,13,4.53,7
1343,Arjun,Singh,Marketing,Associate,5/16/2017,510809,52,4,4.69,2
1344,Ananya,Sharma,Finance,Data Analyst,7/1/2015,1520192,37,17,1.42,1
1345,Ananya,Verma,Finance,Associate,3/29/2022,1713967,31,18,1.51,12
1346,Ananya,Nair,Finance,Executive,2/12/2016,833285,53,14,3.23,10
1347,Amit,Reddy,HR,Associate,1/29/2021,1172143,23,5,4.58,8
1348,Ananya,Nair,Engineering,Executive,10/22/2017,1982978,45,26,4.9,1
1349,Divya,Desai,Finance,Executive,9/25/2016,2235772,44,10,1.19,12
1350,Rohan,Nair,Sales,Executive,10/18/2018,674368,23,20,2.42,2
1351,Rohan,Rao,Finance,Executive,1/4/2023,2161663,59,10,1.85,11
1352,Priya,Singh,HR,Executive,12/2/2018,1469694,52,19,4.02,12
1353,Vikram,Verma,Operations,Data Analyst,7/3/2022,1351690,47,19,3.56,10
1354,Rajesh,Sharma,Sales,Executive,4/3/2016,349768,50,20,1.48,6
1355,Kavya,Sharma,HR,Data Analyst,9/21/2022,1761820,24,17,2.93,1
1356,Rajesh,Kumar,Operations,Executive,5/14/2017,1273069,35,24,3.74,10
1357,Vikram,Reddy,Sales,Associate,10/8/2021,2480275,46,17,4.12,3
1358,Kavya,Patel,Marketing,Executive,8/27/2020,2400326,22,9,1.08,7
1359,Amit,Singh,Engineering,Manager,4/14/2024,417769,24,1,4.56,12
1360,Sneha,Patel,Engineering,Executive,11/14/2018,597542,47,25,3.28,8
1361,Amit,Verma,HR,Executive,8/30/2015,1734269,39,29,4.25,4
1362,Rajesh,Nair,Operations,Associate,3/11/2015,1066868,30,8,4.23,12
1363,Rajesh,Sharma,Engineering,Senior Manager,4/7/2023,1535069,59,13,1.76,3
1364,Kavya,Verma,Operations,Associate,3/30/2020,2158768,44,18,1.44,1
1365,Kavya,Nair,Operations,Manager,9/30/2022,1228864,42,9,3.89,12
1366,Vikram,Sharma,HR,Senior Manager,5/5/2017,2014249,22,22,1.63,9
1367,Ananya,Nair,HR,Software Engineer,6/13/2018,1067166,42,3,4.4,10
1368,Amit,Reddy,HR,Software Engineer,4/20/2015,699017,48,28,3.9,6
1369,Kavya,Singh,Engineering,Manager,8/10/2024,1231775,27,28,4.37,6
1370,Nikhil,Desai,HR,Associate,9/3/2021,1757867,57,5,2.2,9
1371,Vikram,Verma,Engineering,Data Analyst,4/29/2024,1844247,49,13,2.27,1
1372,Divya,Verma,HR,Manager,8/27/2017,1147374,38,3,3.68,6
1373,Rajesh,Gupta,Finance,Senior Manager,2/9/2021,1548749,24,25,1.13,12
1374,Vikram,Rao,Operations,Senior Manager,10/12/2021,976337,33,14,3.91,5
1375,Amit,Reddy,HR,Executive,3/5/2018,2323553,33,15,4.34,13
1376,Kavya,Reddy,Sales,Software Engineer,6/23/2023,1566302,23,6,2.66,11
1377,Rajesh,Patel,Operations,Senior Manager,6/19/2024,2396419,43,16,4.06,6
1378,Sneha,Nair,Operations,Manager,11/4/2023,392172,44,18,1.7,14
1379,Vikram,Rao,HR,Senior Manager,5/21/2022,970990,51,28,2.29,11
1380,Arjun,Singh,Marketing,Manager,10/9/2017,844344,26,18,4.9,8
1381,Rajesh,Singh,HR,Data Analyst,10/24/2017,1487030,30,16,4.95,5
1382,Amit,Reddy,Operations,Executive,8/17/2024,1404315,42,5,3.05,2
1383,Priya,Singh,Sales,Software Engineer,2/7/2015,348639,32,28,4.74,12
1384,Nikhil,Gupta,Operations,Senior Manager,2/26/2022,896682,26,10,3.09,12
1385,Pooja,Verma,Sales,Manager,1/21/2022,629801,56,15,2.17,2
1386,Ananya,Kumar,Engineering,Associate,3/22/2021,2180164,48,29,2.07,10
1387,Pooja,Desai,Finance,Software Engineer,11/22/2024,482447,23,24,4.72,5
1388,Amit,Patel,Operations,Data Analyst,2/12/2018,974932,45,7,1.69,3
1389,Divya,Nair,HR,Manager,5/25/2018,680069,52,10,3.32,10
1390,Divya,Desai,Engineering,Executive,10/16/2015,304136,54,6,3.22,3
1391,Priya,Nair,Finance,Executive,6/5/2019,2459020,51,25,3.96,8
1392,Ananya,Sharma,HR,Data Analyst,8/10/2017,410957,58,23,3,7
1393,Arjun,Desai,Marketing,Data Analyst,6/7/2018,839767,49,21,2.09,1
1394,Priya,Kumar,HR,Executive,5/5/2023,419392,52,24,1.68,12
1395,Rohan,Reddy,Sales,Senior Manager,5/7/2024,960183,32,18,3.48,13
1396,Pooja,Gupta,Sales,Senior Manager,11/8/2016,1550104,44,25,3.88,12
1397,Priya,Verma,Marketing,Manager,9/21/2018,1106017,23,9,3.28,5
1398,Pooja,Verma,Engineering,Associate,4/12/2024,2283352,48,8,3.95,9
1399,Rajesh,Gupta,Finance,Manager,8/14/2015,2161627,56,3,1.57,4
1400,Divya,Rao,HR,Associate,12/4/2015,1161501,23,22,4.53,1
1401,Rajesh,Sharma,Sales,Data Analyst,8/17/2016,565864,58,14,3.33,8
1402,Nikhil,Nair,Engineering,Software Engineer,12/12/2020,581411,42,12,1.51,5
1403,Rohan,Kumar,Marketing,Manager,7/3/2016,1495344,26,24,2.85,2
1404,Ananya,Singh,Operations,Manager,9/3/2024,985328,42,1,4.38,12
1405,Arjun,Desai,Sales,Associate,6/19/2019,716561,50,1,4.59,1
1406,Pooja,Sharma,Marketing,Data Analyst,1/5/2020,351567,41,15,2.06,14
1407,Arjun,Desai,HR,Data Analyst,6/19/2017,2488381,59,8,3.85,12
1408,Pooja,Kumar,Finance,Associate,9/16/2019,1825450,41,27,1.4,12
1409,Amit,Patel,Sales,Data Analyst,8/12/2021,2069361,46,12,1.13,12
1410,Priya,Patel,Sales,Executive,7/4/2022,907132,23,2,3.24,3
1411,Nikhil,Sharma,HR,Senior Manager,7/14/2022,1512567,53,8,3.78,9
1412,Divya,Reddy,Operations,Executive,10/10/2020,1930060,47,12,4.18,1
1413,Kavya,Kumar,Engineering,Software Engineer,1/14/2024,924913,27,20,2.36,4
1414,Pooja,Kumar,Finance,Manager,3/3/2023,1821193,24,21,1.03,8
1415,Arjun,Gupta,Sales,Software Engineer,7/26/2022,1217999,54,1,2.92,8
1416,Nikhil,Reddy,Finance,Manager,7/22/2015,2333764,22,7,1.06,10
1417,Sneha,Nair,Sales,Senior Manager,1/26/2015,694768,26,26,1.37,12
1418,Sneha,Nair,Finance,Data Analyst,2/14/2017,351272,34,8,2.31,11
1419,Rajesh,Singh,Marketing,Executive,8/18/2021,549264,40,15,2.75,13
1420,Divya,Verma,Sales,Associate,2/9/2019,536538,33,1,2.12,11
1421,Kavya,Patel,Finance,Executive,1/8/2019,815447,46,5,3.33,8
1422,Amit,Nair,Engineering,Senior Manager,11/3/2023,453706,56,21,1.22,10
1423,Arjun,Reddy,Marketing,Software Engineer,12/13/2023,1273902,33,7,1.58,8
1424,Kavya,Kumar,Marketing,Associate,2/1/2024,1053818,51,25,3.78,4
1425,Priya,Nair,Engineering,Data Analyst,2/19/2018,1127150,26,27,1.57,8
1426,Priya,Kumar,Finance,Senior Manager,11/27/2021,2086852,55,4,3.56,9
1427,Arjun,Nair,HR,Associate,9/18/2017,1138489,43,8,1.22,7
1428,Ananya,Patel,Engineering,Senior Manager,11/26/2016,1428371,34,0,2.63,14
1429,Amit,Desai,Finance,Senior Manager,11/4/2016,642553,24,8,1.71,12
1430,Nikhil,Nair,Engineering,Data Analyst,6/2/2018,342137,41,9,1.44,2
1431,Pooja,Reddy,Engineering,Manager,4/19/2019,1741945,52,22,3.27,9
1432,Ananya,Nair,Sales,Associate,4/21/2023,438925,26,3,4.71,11
1433,Pooja,Verma,Finance,Data Analyst,3/13/2016,1233296,45,2,1.22,8
1434,Pooja,Patel,HR,Senior Manager,5/6/2022,1518015,54,29,2.69,13
1435,Ananya,Reddy,Sales,Data Analyst,4/23/2020,675233,29,9,3.83,5
1436,Rajesh,Gupta,Engineering,Manager,11/17/2017,1280960,45,14,2.85,12
1437,Sneha,Reddy,Operations,Executive,12/4/2019,1883913,41,10,4.23,3
1438,Pooja,Verma,Engineering,Associate,12/30/2017,2034635,37,13,1.72,7
1439,Ananya,Desai,Engineering,Manager,12/15/2020,2257792,33,5,4.84,14
1440,Ananya,Patel,Finance,Software Engineer,5/3/2019,1134123,34,11,2.54,14
1441,Rohan,Gupta,Finance,Associate,8/23/2016,1516688,46,12,2.37,2
1442,Kavya,Verma,Sales,Manager,3/1/2016,524062,53,16,4.5,13
1443,Vikram,Verma,HR,Senior Manager,6/18/2020,2455138,45,15,3.26,3
1444,Rajesh,Sharma,Sales,Associate,1/7/2024,731978,30,2,3.07,12
1445,Divya,Patel,Marketing,Associate,6/9/2018,2027536,44,1,3.91,9
1446,Vikram,Reddy,Engineering,Data Analyst,4/29/2022,2089639,34,10,3.32,4
1447,Kavya,Kumar,Operations,Senior Manager,8/1/2021,1453891,53,28,1.65,4
1448,Kavya,Desai,Engineering,Software Engineer,4/23/2024,1002214,36,8,3.7,3
1449,Kavya,Kumar,Engineering,Executive,3/16/2023,1816589,57,2,1.53,5
1450,Vikram,Reddy,Sales,Manager,8/30/2020,2088205,26,28,4.22,3
1451,Arjun,Reddy,Operations,Data Analyst,7/26/2021,2060143,43,17,4.96,9
1452,Sneha,Patel,Operations,Manager,12/24/2023,525687,37,19,2.51,3
1453,Ananya,Reddy,Operations,Software Engineer,12/29/2018,1644700,31,14,2.78,2
1454,Sneha,Sharma,Sales,Software Engineer,4/7/2018,2371088,45,13,1.19,12
1455,Amit,Gupta,Engineering,Associate,2/9/2015,2413048,39,1,1.05,5
1456,Arjun,Reddy,Sales,Software Engineer,4/5/2023,2486505,39,16,4.69,6
1457,Divya,Kumar,Finance,Manager,1/2/2023,329813,28,21,1.51,1
1458,Sneha,Reddy,Finance,Senior Manager,1/17/2016,966041,25,25,2.78,14
1459,Priya,Sharma,Sales,Senior Manager,10/6/2020,2076839,47,7,4.26,12
1460,Kavya,Nair,Operations,Associate,8/21/2019,1746374,26,9,4.56,11
1461,Pooja,Nair,Engineering,Executive,3/9/2016,573541,37,25,3.08,6
1462,Amit,Verma,Sales,Manager,10/19/2024,1786056,56,17,3.26,10
1463,Rajesh,Desai,Sales,Manager,2/22/2017,1915181,47,29,3.68,3
1464,Divya,Singh,Sales,Software Engineer,9/3/2015,1650816,39,24,4.85,4
1465,Amit,Gupta,Marketing,Manager,12/11/2020,2449496,50,28,3.41,6
1466,Kavya,Rao,Finance,Data Analyst,5/20/2022,1070348,44,18,3.24,8
1467,Pooja,Verma,Operations,Executive,4/29/2015,1206814,35,7,1.06,9
1468,Arjun,Desai,HR,Software Engineer,8/1/2021,2337171,36,27,1.32,6
1469,Pooja,Nair,Operations,Data Analyst,4/26/2020,758819,54,7,3.31,7
1470,Vikram,Kumar,HR,Associate,1/12/2016,1508060,46,2,4.74,14
1471,Pooja,Rao,Marketing,Senior Manager,9/21/2016,1459065,42,2,4.47,5
1472,Vikram,Desai,Sales,Associate,9/4/2020,744874,38,11,4.93,14
1473,Arjun,Desai,Marketing,Senior Manager,12/17/2017,1791341,44,21,3.11,12
1474,Nikhil,Verma,Marketing,Associate,5/17/2024,2408701,38,16,4.15,9
1475,Kavya,Rao,Engineering,Manager,3/8/2023,2422891,35,3,4.36,4
1476,Vikram,Patel,Finance,Data Analyst,10/30/2024,1107641,50,16,3.59,10
1477,Rajesh,Singh,HR,Senior Manager,8/5/2017,2354048,41,13,2.35,11
1478,Pooja,Patel,Sales,Software Engineer,9/9/2024,1363692,51,18,2.88,6
1479,Pooja,Rao,HR,Data Analyst,4/24/2019,844333,40,8,4.43,5
1480,Rajesh,Patel,Operations,Software Engineer,6/22/2018,1243831,34,29,2.19,1
1481,Priya,Sharma,HR,Data Analyst,7/3/2015,335709,39,29,4.69,5
1482,Ananya,Nair,Operations,Data Analyst,7/12/2015,2178625,44,20,1.92,13
1483,Nikhil,Sharma,Finance,Associate,11/30/2021,2030841,54,11,4,5
1484,Divya,Reddy,Operations,Senior Manager,7/30/2019,1281652,39,4,3.52,14
1485,Vikram,Patel,HR,Senior Manager,4/6/2017,529167,30,10,4,9
1486,Rajesh,Reddy,HR,Data Analyst,2/18/2021,605063,54,19,2.75,1
1487,Arjun,Kumar,Operations,Manager,7/11/2017,1169953,53,2,4.73,5
1488,Vikram,Gupta,Marketing,Manager,10/9/2020,1013806,38,20,3.53,7
1489,Ananya,Kumar,Finance,Software Engineer,8/4/2018,1265398,40,14,2.15,11
1490,Arjun,Rao,Engineering,Software Engineer,3/25/2023,1298653,48,13,3.55,6
1491,Amit,Desai,Sales,Associate,3/15/2023,1322509,27,10,2.15,6
1492,Kavya,Nair,HR,Data Analyst,10/9/2019,1050774,56,19,2.17,12
1493,Pooja,Patel,Sales,Software Engineer,7/4/2018,1224993,58,7,2.6,7
1494,Amit,Verma,Engineering,Software Engineer,8/16/2018,653791,55,3,4.41,6
1495,Vikram,Gupta,Sales,Executive,1/19/2023,1684525,41,26,3,5
1496,Ananya,Singh,Engineering,Data Analyst,4/12/2018,1679087,46,11,3.72,10
1497,Nikhil,Singh,Operations,Associate,2/2/2017,1163787,25,7,2.57,5
1498,Kavya,Singh,Marketing,Software Engineer,11/6/2015,416220,31,5,2.05,9
1499,Vikram,Patel,HR,Associate,8/31/2019,521421,31,14,4.82,14
1500,Rajesh,Singh,Engineering,Senior Manager,10/26/2019,649317,45,29,3.41,8
1501,Sneha,Sharma,Sales,Associate,5/28/2023,1088428,42,11,4.74,14
1502,Vikram,Gupta,HR,Manager,3/18/2017,1332469,32,15,1.81,12
1503,Kavya,Sharma,Marketing,Manager,10/22/2018,1631379,48,15,1.59,10
1504,Pooja,Desai,Operations,Associate,1/29/2023,1655898,37,26,4.42,14
1505,Pooja,Gupta,HR,Manager,3/26/2023,647186,47,20,3.72,4
1506,Vikram,Sharma,Engineering,Senior Manager,11/4/2018,1717191,51,19,1.75,4
1507,Arjun,Gupta,Marketing,Data Analyst,8/3/2019,537103,37,19,2.08,10
1508,Sneha,Desai,Sales,Manager,1/11/2018,989925,28,27,4.2,5
1509,Rajesh,Reddy,Marketing,Manager,4/26/2024,2486394,37,3,2.82,13
1510,Vikram,Patel,Marketing,Associate,3/9/2016,1347146,56,10,3.68,13
1511,Arjun,Patel,Finance,Senior Manager,5/1/2024,1502532,37,12,2.27,3
1512,Pooja,Singh,Marketing,Data Analyst,11/1/2021,2152207,33,28,2.52,8
1513,Pooja,Kumar,Marketing,Associate,4/24/2020,1060330,56,8,4.96,7
1514,Ananya,Singh,HR,Associate,4/30/2015,2278745,42,3,1.99,5
1515,Vikram,Rao,Sales,Executive,10/2/2019,1122564,57,11,3.03,10
1516,Sneha,Sharma,HR,Senior Manager,1/28/2019,1150012,38,8,4.38,3
1517,Priya,Gupta,HR,Data Analyst,8/11/2016,1764261,53,12,1.96,5
1518,Sneha,Kumar,Engineering,Senior Manager,7/23/2021,2443385,27,15,2.66,3
1519,Pooja,Desai,HR,Data Analyst,9/14/2024,2368884,45,25,3.46,10
1520,Pooja,Rao,Finance,Senior Manager,8/13/2020,1048810,48,5,2.92,5
1521,Amit,Desai,Finance,Associate,2/21/2022,1303941,41,9,2.84,1
1522,Pooja,Patel,Engineering,Associate,9/7/2015,2285404,46,12,2.45,6
1523,Rajesh,Patel,Operations,Software Engineer,3/5/2019,2159062,23,6,3.35,10
1524,Divya,Singh,Sales,Manager,2/29/2016,2426861,30,27,3.5,4
1525,Vikram,Sharma,Sales,Executive,2/14/2021,2351723,49,25,3.61,4
1526,Sneha,Kumar,HR,Senior Manager,5/18/2024,2394885,59,18,1.28,8
1527,Divya,Nair,HR,Executive,8/12/2021,1348939,24,23,3.52,2
1528,Arjun,Rao,Operations,Software Engineer,10/8/2015,794829,41,18,4.81,4
1529,Priya,Rao,HR,Manager,7/18/2018,696456,27,16,3.16,2
1530,Rajesh,Singh,Sales,Senior Manager,7/2/2020,1813993,54,12,3.86,1
1531,Kavya,Patel,Marketing,Data Analyst,1/11/2019,2442841,22,12,3.23,10
1532,Rohan,Singh,Finance,Manager,5/1/2023,1198704,58,25,4.42,13
1533,Sneha,Gupta,Marketing,Associate,2/21/2023,475037,27,27,4.72,13
1534,Divya,Kumar,Marketing,Software Engineer,2/11/2021,508606,55,20,1.74,3
1535,Kavya,Sharma,Sales,Manager,9/25/2018,1349458,36,1,2.75,12
1536,Priya,Reddy,Marketing,Manager,7/20/2017,1329516,47,9,2.57,8
1537,Amit,Verma,Operations,Associate,1/22/2016,1996609,35,29,2.62,6
1538,Kavya,Verma,Engineering,Senior Manager,7/19/2018,328885,28,21,1.5,12
1539,Rajesh,Singh,HR,Data Analyst,2/17/2019,696419,52,12,4.25,7
1540,Rajesh,Gupta,Engineering,Associate,10/2/2021,695460,45,25,1.14,2
1541,Amit,Kumar,Finance,Data Analyst,7/30/2021,660466,52,8,3.11,6
1542,Rohan,Nair,HR,Senior Manager,9/13/2015,1679339,50,0,3.65,14
1543,Vikram,Verma,Marketing,Manager,12/13/2018,2418736,53,13,1.83,8
1544,Kavya,Kumar,Finance,Data Analyst,10/25/2016,2143529,38,28,4.62,8
1545,Amit,Sharma,HR,Software Engineer,7/26/2016,1119973,35,15,4.35,4
1546,Rajesh,Desai,Operations,Software Engineer,4/8/2023,1418844,57,19,2.88,6
1547,Rajesh,Gupta,Operations,Associate,6/2/2015,1728926,45,14,2.64,14
1548,Divya,Patel,Operations,Senior Manager,3/11/2019,1806744,48,0,1.95,5
1549,Pooja,Kumar,Operations,Associate,9/5/2016,1744359,46,16,3.92,9
1550,Rohan,Sharma,Marketing,Associate,10/15/2023,1757913,53,23,1.53,8
1551,Kavya,Nair,Engineering,Executive,7/26/2020,2267754,39,29,3.72,2
1552,Kavya,Reddy,HR,Associate,4/24/2017,2332355,39,29,4.37,12
1553,Priya,Patel,Marketing,Executive,1/8/2020,1546729,58,12,1.91,13
1554,Amit,Reddy,Operations,Software Engineer,4/23/2022,2391219,47,29,4.47,7
1555,Priya,Nair,Engineering,Software Engineer,7/29/2024,1288167,30,26,1.13,7
1556,Amit,Sharma,Finance,Associate,3/15/2017,323331,56,14,4.65,11
1557,Arjun,Verma,Finance,Software Engineer,11/9/2023,323004,29,15,1.47,14
1558,Rajesh,Reddy,Finance,Senior Manager,5/3/2024,748013,41,15,3.58,14
1559,Pooja,Patel,Operations,Executive,2/27/2024,1231253,43,1,2,12
1560,Divya,Singh,Finance,Executive,5/8/2021,1961908,40,16,4.35,1
1561,Pooja,Rao,Sales,Associate,4/17/2021,2144053,51,10,3.05,1
1562,Pooja,Kumar,HR,Software Engineer,1/11/2019,842955,49,7,1.54,12
1563,Pooja,Verma,HR,Data Analyst,7/9/2022,1685777,56,19,3.28,4
1564,Priya,Reddy,Operations,Executive,4/23/2020,1947069,32,2,2.63,5
1565,Amit,Desai,Sales,Associate,10/8/2021,1375878,52,28,3.65,4
1566,Nikhil,Kumar,Marketing,Associate,4/13/2019,896822,57,11,4.53,7
1567,Arjun,Singh,Marketing,Senior Manager,4/23/2022,2098278,51,19,2.64,3
1568,Sneha,Nair,Finance,Manager,3/29/2023,673145,44,15,2.16,7
1569,Pooja,Rao,Engineering,Manager,6/18/2016,2353413,40,13,1.06,13
1570,Vikram,Sharma,Marketing,Executive,4/29/2023,1094300,33,15,3.3,8
1571,Priya,Singh,Engineering,Senior Manager,5/26/2020,985611,36,26,2.61,6
1572,Rohan,Singh,HR,Senior Manager,6/11/2023,1957387,52,20,2.5,6
1573,Divya,Nair,Engineering,Senior Manager,4/24/2019,1520985,58,16,1.73,8
1574,Sneha,Gupta,HR,Executive,10/15/2018,645744,58,29,2.72,8
1575,Nikhil,Nair,Sales,Manager,2/22/2024,2328594,36,10,4.94,7
1576,Vikram,Gupta,Sales,Senior Manager,7/5/2017,2143441,50,16,2.19,6
1577,Nikhil,Gupta,Operations,Software Engineer,6/9/2023,1976850,47,18,3.4,6
1578,Sneha,Verma,Operations,Associate,11/2/2019,2198761,23,21,4.11,10
1579,Pooja,Verma,Finance,Associate,2/20/2020,1815412,41,0,4,11
1580,Vikram,Patel,Marketing,Data Analyst,1/30/2018,2156759,36,29,2.32,13
1581,Nikhil,Reddy,Finance,Data Analyst,9/22/2020,732184,25,26,3.44,13
1582,Divya,Reddy,HR,Executive,4/2/2018,1509725,43,11,4.49,6
1583,Amit,Sharma,Finance,Executive,5/24/2015,727991,59,14,1.06,8
1584,Rajesh,Reddy,Engineering,Associate,9/19/2017,2183578,44,17,2.74,1
1585,Amit,Verma,HR,Software Engineer,1/24/2015,958139,47,27,1.9,5
1586,Sneha,Patel,Operations,Manager,10/10/2024,2320937,32,29,2.55,3
1587,Priya,Patel,Sales,Manager,8/25/2024,422989,49,22,2.66,12
1588,Rajesh,Gupta,Operations,Executive,12/13/2018,1126547,23,13,3.99,8
1589,Arjun,Nair,Marketing,Software Engineer,4/12/2022,576393,29,29,1.38,11
1590,Divya,Sharma,HR,Executive,6/16/2018,2117119,50,0,3.05,6
1591,Arjun,Gupta,HR,Manager,9/15/2021,2159608,32,12,3.26,14
1592,Vikram,Nair,Engineering,Executive,1/18/2023,599850,58,29,2.98,2
1593,Kavya,Reddy,Marketing,Senior Manager,6/17/2024,1709761,39,14,3.93,13
1594,Rajesh,Gupta,Sales,Executive,12/31/2018,341139,35,6,2.54,7
1595,Arjun,Kumar,HR,Associate,10/30/2022,939207,31,14,4.78,7
1596,Arjun,Reddy,HR,Executive,8/28/2017,1071965,56,19,2.93,13
1597,Nikhil,Nair,Engineering,Associate,11/23/2024,603446,30,9,3.28,5
1598,Amit,Sharma,Finance,Software Engineer,4/5/2015,1698558,56,13,4.3,8
1599,Nikhil,Nair,Sales,Manager,1/11/2021,1285663,32,5,2.1,14
1600,Rajesh,Gupta,Operations,Data Analyst,8/4/2021,2017479,33,13,1.3,5
1601,Rajesh,Gupta,Marketing,Data Analyst,11/16/2021,2098432,24,23,3.83,1
1602,Sneha,Singh,HR,Manager,3/15/2016,1345716,35,24,2.93,9
1603,Nikhil,Sharma,HR,Data Analyst,5/18/2024,2455091,49,21,4.59,4
1604,Ananya,Desai,Operations,Executive,10/23/2016,2221458,32,11,4.93,13
1605,Rohan,Reddy,Sales,Software Engineer,3/23/2021,2295633,46,10,2.6,2
1606,Amit,Patel,Finance,Software Engineer,3/23/2017,2420700,42,28,2.66,4
1607,Rajesh,Sharma,HR,Manager,1/26/2018,2303345,31,29,2.63,14
1608,Sneha,Patel,Sales,Data Analyst,6/17/2020,1998413,36,24,2.3,13
1609,Kavya,Sharma,Operations,Executive,3/3/2019,744503,40,19,4.13,9
1610,Nikhil,Sharma,Engineering,Software Engineer,8/7/2016,437799,43,21,4.04,2
1611,Amit,Nair,Finance,Software Engineer,9/15/2016,1065820,42,23,2.91,4
1612,Kavya,Sharma,Marketing,Senior Manager,3/7/2019,481789,53,24,1.18,2
1613,Nikhil,Singh,HR,Senior Manager,7/27/2022,734352,44,18,2.24,5
1614,Arjun,Desai,Sales,Software Engineer,12/22/2023,2249834,34,1,2.17,3
1615,Kavya,Gupta,Engineering,Manager,11/4/2015,1987745,26,21,4.24,10
1616,Sneha,Rao,Marketing,Associate,12/5/2018,1794201,25,19,1.35,2
1617,Amit,Patel,Sales,Associate,1/1/2016,1102009,49,0,4.22,14
1618,Pooja,Gupta,Sales,Executive,3/2/2015,411776,35,7,3.68,9
1619,Vikram,Rao,Marketing,Software Engineer,8/12/2021,1185678,29,24,3.93,5
1620,Vikram,Desai,Engineering,Software Engineer,1/7/2021,2106860,30,13,2.73,10
1621,Amit,Desai,Operations,Software Engineer,8/18/2016,512803,56,8,3.72,5
1622,Kavya,Patel,Engineering,Manager,5/3/2017,321341,58,1,3.44,1
1623,Nikhil,Patel,Finance,Senior Manager,3/28/2015,1554329,42,24,4.08,6
1624,Sneha,Desai,HR,Software Engineer,5/6/2023,1119745,39,22,2.79,13
1625,Rohan,Rao,Marketing,Software Engineer,9/27/2024,378840,54,4,2.89,7
1626,Vikram,Sharma,Operations,Data Analyst,5/9/2016,1514343,29,22,3.57,1
1627,Sneha,Reddy,Marketing,Manager,4/24/2017,461297,38,28,1.43,9
1628,Vikram,Kumar,Marketing,Executive,9/5/2023,2231375,52,24,2.74,8
1629,Arjun,Gupta,Engineering,Software Engineer,4/4/2024,349156,55,7,4.89,12
1630,Nikhil,Nair,HR,Data Analyst,3/12/2019,2484605,27,15,1.15,14
1631,Arjun,Gupta,Finance,Associate,7/4/2015,2031765,43,21,2.26,14
1632,Vikram,Nair,Sales,Executive,5/24/2015,325938,35,15,2.26,8
1633,Pooja,Rao,Sales,Software Engineer,9/25/2020,2456316,24,12,3.53,7
1634,Pooja,Nair,Marketing,Software Engineer,12/5/2018,2387001,33,19,1.42,5
1635,Arjun,Patel,HR,Data Analyst,4/15/2015,702681,57,28,3.51,3
1636,Pooja,Reddy,Operations,Manager,10/29/2020,2031530,33,14,1.38,12
1637,Vikram,Reddy,Engineering,Software Engineer,2/11/2015,1464395,23,0,1.38,14
1638,Amit,Patel,HR,Associate,11/13/2022,441900,23,21,3.91,9
1639,Arjun,Singh,HR,Software Engineer,1/23/2018,1658308,36,2,2.3,14
1640,Rohan,Rao,Engineering,Associate,5/27/2015,2435012,44,5,4.91,7
1641,Rohan,Singh,Marketing,Executive,11/17/2020,1871801,50,21,1.15,11
1642,Priya,Singh,HR,Executive,12/22/2018,2318391,38,13,2.78,10
1643,Kavya,Gupta,Sales,Senior Manager,9/24/2024,968875,53,3,1.45,10
1644,Nikhil,Desai,Engineering,Senior Manager,6/9/2020,895983,28,17,2.41,8
1645,Pooja,Gupta,Operations,Associate,10/1/2017,553078,51,14,4.99,14
1646,Pooja,Desai,Finance,Manager,2/2/2022,668893,49,8,4.56,6
1647,Kavya,Kumar,Marketing,Software Engineer,9/17/2017,1504552,35,17,1.19,12
1648,Rajesh,Nair,Engineering,Software Engineer,1/14/2024,1015295,51,2,3.25,14
1649,Ananya,Desai,Finance,Senior Manager,9/29/2018,2178798,38,9,3.59,11
1650,Arjun,Patel,Finance,Associate,6/30/2020,1292652,53,16,1.84,14
1651,Divya,Gupta,Operations,Software Engineer,7/4/2015,1354212,27,6,1.58,5
